Z 00 01 11 21 22
Z 01 02 12 22 23
Z 02 03 13 23 24
Z 03 04 14 24 25
Z 04 05 15 25 26
Z 05 06 16 26 27
Z 06 07 17 27 28
Z 07 08 18 28 29
Z 08 09 19 29 2a
Z 09 0a 1a 2a 2b
Z 0a 0b 1b 2b 2c
Z 0b 0c 1c 2c 2d
Z 0c 0d 1d 2d 2e
Z 0d 0e 1e 2e 2f
Z 0e 0f 1f 2f 2g
Z 0f 0g 1g 2g 2h
Z 0g 0h 1h 2h 2i
Z 0h 0i 1i 2i 2j
Z 01 02 11 20 21
Z 02 03 12 21 22
Z 03 04 13 22 23
Z 04 05 14 23 24
Z 05 06 15 24 25
Z 06 07 16 25 26
Z 07 08 17 26 27
Z 08 09 18 27 28
Z 09 0a 19 28 29
Z 0a 0b 1a 29 2a
Z 0b 0c 1b 2a 2b
Z 0c 0d 1c 2b 2c
Z 0d 0e 1d 2c 2d
Z 0e 0f 1e 2d 2e
Z 0f 0g 1f 2e 2f
Z 0g 0h 1g 2f 2g
Z 0h 0i 1h 2g 2h
Z 0i 0j 1i 2h 2i
Z 02 10 11 12 20
Z 03 11 12 13 21
Z 04 12 13 14 22
Z 05 13 14 15 23
Z 06 14 15 16 24
Z 07 15 16 17 25
Z 08 16 17 18 26
Z 09 17 18 19 27
Z 0a 18 19 1a 28
Z 0b 19 1a 1b 29
Z 0c 1a 1b 1c 2a
Z 0d 1b 1c 1d 2b
Z 0e 1c 1d 1e 2c
Z 0f 1d 1e 1f 2d
Z 0g 1e 1f 1g 2e
Z 0h 1f 1g 1h 2f
Z 0i 1g 1h 1i 2g
Z 0j 1h 1i 1j 2h
Z 00 10 11 12 22
Z 01 11 12 13 23
Z 02 12 13 14 24
Z 03 13 14 15 25
Z 04 14 15 16 26
Z 05 15 16 17 27
Z 06 16 17 18 28
Z 07 17 18 19 29
Z 08 18 19 1a 2a
Z 09 19 1a 1b 2b
Z 0a 1a 1b 1c 2c
Z 0b 1b 1c 1d 2d
Z 0c 1c 1d 1e 2e
Z 0d 1d 1e 1f 2f
Z 0e 1e 1f 1g 2g
Z 0f 1f 1g 1h 2h
Z 0g 1g 1h 1i 2i
Z 0h 1h 1i 1j 2j
